method,regime,budget,placement,rmse_p_mean,rmse_p_median,rmse_p_sd,rmse_so_mean,rmse_so_median,rmse_so_sd,score_mean,score_median,score_sd,condition_mean,condition_median,condition_sd,online_seconds_per_snapshot_mean,online_seconds_per_snapshot_median,online_seconds_per_snapshot_sd,basis_seconds_mean,basis_seconds_median,basis_seconds_sd,basis_clustering_placement_seconds_mean,basis_clustering_placement_seconds_median,basis_clustering_placement_seconds_sd
POD-E,grid,10,cluster_constrained,0.17209060258603243,0.17121653414593735,0.03491094053983179,0.00102578851299013,0.00094105175555445,0.00034563593987998743,0.7028583417823762,0.7260057830986713,0.12714472839385782,1657023.0375474722,60046.127350262235,3373314.8888957603,5.177315740313914e-07,4.2935338350979234e-07,2.0216447070778139e-07,1.313853704200301,1.2764763754967134,0.13878942460393157,13.38655334149953,13.366374561999692,0.5581624266571243
POD-E,grid,10,condition_joint,0.40390389746751776,0.35409671696008427,0.16420869672449834,0.0011336484089830901,0.0010982481003644,0.00030546585664707136,0.9040212552907695,0.8508614894002529,0.2683827572418015,184.08074416509348,183.76234961088284,7.322353741593168,5.073308278596435e-07,4.370338406021658e-07,1.497916963958937e-07,1.313853704200301,1.2764763754967134,0.13878942460393157,13.38655334149953,13.366374561999692,0.5581624266571243
POD-E,grid,10,qr_joint,0.40390389746767213,0.35409671696008427,0.1642086967243278,0.0011336484089833,0.0010982481003644,0.00030546585664692065,0.9040212552910669,0.8508614894017438,0.2683827572417926,184.08074416509348,183.76234961088284,7.322353741593176,5.392849627406078e-07,4.7133459216789025e-07,1.4145722105564551e-07,1.313853704200301,1.2764763754967134,0.13878942460393157,13.38655334149953,13.366374561999692,0.5581624266571243
POD-E,grid,10,qr_whitened,0.43650794693804373,0.3932107440315996,0.15341528921971326,0.01187195521888736,0.01059794432722295,0.0062247956809046694,7.651602240980097,6.615647982326642,4.525876118299349,303.6409811977202,302.7464736612503,30.748160971021107,5.192669105008805e-07,4.6350374704934097e-07,1.6110056570810334e-07,1.313853704200301,1.2764763754967134,0.13878942460393157,13.38655334149953,13.366374561999692,0.5581624266571243
POD-E,grid,10,well_region,0.43235098273540107,0.3907810670075061,0.14402880298692927,0.00114446605539862,0.0010982481003644,0.0003305205469751567,0.9188430913721326,0.8345180699277008,0.26988578612955144,185.23556725817565,184.69032825691292,5.528658118211247,4.734654083263297e-07,4.495639149169613e-07,6.55965113037716e-08,1.313853704200301,1.2764763754967134,0.13878942460393157,13.38655334149953,13.366374561999692,0.5581624266571243
POD-E,grid,16,cluster_constrained,0.1433265415976895,0.12426348444571281,0.05499568109439396,0.00105640749412821,0.0009728968826492499,0.00029636006092315954,0.7081001729386693,0.6798472894494088,0.14623806572997297,57216739.691777304,32936128.923559427,49992960.36270301,4.748744385481525e-07,4.406353302082902e-07,6.680217314538178e-08,1.313853704200301,1.2764763754967134,0.13878942460393157,13.38655334149953,13.366374561999692,0.5581624266571243
POD-E,grid,16,condition_joint,0.11665740203293198,0.1035102492501631,0.03048503765710927,0.00117235474780612,0.0010938934666600499,0.0004847122029474826,0.7649299748284089,0.6661787231881207,0.27418690362550613,421.9558553088481,418.15456868409234,32.31650233715025,4.867473625949115e-07,4.475263185463006e-07,8.034895036595776e-08,1.313853704200301,1.2764763754967134,0.13878942460393157,13.38655334149953,13.366374561999692,0.5581624266571243
POD-E,grid,16,qr_joint,0.11665740203293255,0.1035102492501653,0.030485037657108874,0.00117235474780614,0.0010938934666600499,0.00048471220294745907,0.7649299748284195,0.6661787231881207,0.27418690362549697,421.9558553088481,418.1545686840923,32.31650233715026,5.676067699905821e-07,4.815187992762662e-07,1.9556808239238137e-07,1.313853704200301,1.2764763754967134,0.13878942460393157,13.38655334149953,13.366374561999692,0.5581624266571243
POD-E,grid,16,qr_whitened,0.34817941275337927,0.32173972518464006,0.0950801164035585,0.0037517210576068502,0.0038795622092501003,0.0007344979264293162,2.5295269343578237,2.6183282957879497,0.6661567230221301,552.1161373309734,540.0474096362881,56.82145610574111,4.842729352351586e-07,4.645977392477593e-07,5.507845494011135e-08,1.313853704200301,1.2764763754967134,0.13878942460393157,13.38655334149953,13.366374561999692,0.5581624266571243
POD-E,grid,16,well_region,0.2671486922347046,0.2466617213949063,0.09267825867220478,0.00127639706219467,0.0012810087261047,0.0004393654153194128,0.9187104883333219,0.7163682871905578,0.325507380067629,434.9741861633793,444.1073340422248,29.85263008795345,4.816729292235008e-07,4.425150437693679e-07,1.1996222432036786e-07,1.313853704200301,1.2764763754967134,0.13878942460393157,13.38655334149953,13.366374561999692,0.5581624266571243
POD-E,grid,20,cluster_constrained,0.12943429258143793,0.12526939736219,0.03399952332696919,0.00104419250816001,0.00094559639607055,0.00031049755249341866,0.693475779618921,0.6507678266459223,0.14628291834381785,113759346.6552058,93609536.22345795,65675826.51812841,0.00036983186014400354,4.879398592240073e-07,0.0007785467952439707,1.313853704200301,1.2764763754967134,0.13878942460393157,13.38655334149953,13.366374561999692,0.5581624266571243
POD-E,grid,20,condition_joint,0.09013906305934713,0.08440702187012974,0.031906765960652755,0.0007277717856370299,0.0006797534359513501,0.00020765639891079133,0.49001628727328317,0.4580820745786597,0.13553922676799665,708.7206778362929,731.7546857715317,58.13393946775653,0.00037066879623378084,4.960826952167948e-07,0.0007803331143525569,1.313853704200301,1.2764763754967134,0.13878942460393157,13.38655334149953,13.366374561999692,0.5581624266571243
POD-E,grid,20,qr_joint,0.09013906305933687,0.08440702187013341,0.03190676596065792,0.0007277717856370299,0.0006797534359513,0.0002076563989107882,0.49001628727326674,0.4580820745786597,0.1355392267679813,708.7206778362929,731.7546857715317,58.133939467756505,0.0003701651624075076,5.416691682259448e-07,0.0007791586280238547,1.313853704200301,1.2764763754967134,0.13878942460393157,13.38655334149953,13.366374561999692,0.5581624266571243
