regime,budget,metric,left,right,left_mean,right_mean,mean_delta,median_delta,left_wins,ties,wilcoxon_p,wilcoxon_p_holm
well_joint,11,rmse_p,final_accuracy,original_basis_optimized_recovery,0.2739687575923921,0.9598180055386146,-0.6858492479462225,-0.32028591105546667,10,0,0.001953125,0.703125
well_joint,11,rmse_so,final_accuracy,original_basis_optimized_recovery,0.00108610660380628,0.005233935328731201,-0.00414782872492492,-0.00362710538482755,10,0,0.001953125,0.703125
well_joint,11,score,final_accuracy,original_basis_optimized_recovery,0.7894917048569666,3.834156227307038,-3.044664522450072,-2.5396173234527106,10,0,0.001953125,0.703125
well_joint,11,rmse_p,final_accuracy,prior+IDW,0.2739687575923921,0.4083827669276018,-0.1344140093352097,-0.0799294109296288,7,0,0.130859375,1.0
well_joint,11,rmse_so,final_accuracy,prior+IDW,0.00108610660380628,0.0008814921614455401,0.00020461444236074,0.00011954265357789996,4,0,0.193359375,1.0
well_joint,11,score,final_accuracy,prior+IDW,0.7894917048569666,0.7223461490155674,0.06714555584139918,-0.012125190105353012,5,0,0.845703125,1.0
well_joint,12,rmse_p,final_accuracy,POD-E,0.2473634127095327,0.261323615807185,-0.013960203097652326,-0.029128040353626553,6,0,0.6953125,1.0
well_joint,12,rmse_so,final_accuracy,POD-E,0.0010169101907357599,0.0007063898039992599,0.00031052038673650003,0.00018261418275630005,0,0,0.001953125,0.703125
well_joint,12,score,final_accuracy,POD-E,0.7277191137853707,0.5675315043372487,0.16018760944812213,0.1112762616699951,2,0,0.013671875,1.0
well_joint,12,rmse_p,final_pareto,POD-E,0.22622728976405188,0.261323615807185,-0.035096326043133154,-0.06495930627365044,7,0,0.375,1.0
well_joint,12,rmse_so,final_pareto,POD-E,0.00096716310215147,0.0007063898039992599,0.00026077329815221,0.00020254412863475007,0,0,0.001953125,0.703125
well_joint,12,score,final_pareto,POD-E,0.7111221901609455,0.5675315043372487,0.14359068582369677,0.18279555096438266,3,0,0.048828125,1.0
well_joint,12,rmse_p,final_accuracy,rank_optimized_joint,0.2473634127095327,0.32894494164241894,-0.08158152893288628,-0.09496685412425215,7,0,0.02734375,1.0
well_joint,12,rmse_so,final_accuracy,rank_optimized_joint,0.0010169101907357599,0.0009859030455559,3.100714517986003e-05,-1.8909651415799996e-05,5,0,1.0,1.0
well_joint,12,score,final_accuracy,rank_optimized_joint,0.7277191137853707,0.7905916744352616,-0.06287256064989077,-0.05789315439548384,6,0,0.4921875,1.0
