method,regime,budget,n_folds,rmse_p_mean,rmse_p_median,rmse_p_sd,rmse_p_q25,rmse_p_q75,rmse_so_mean,rmse_so_median,rmse_so_sd,rmse_so_q25,rmse_so_q75,mae_p_mean,mae_p_median,mae_p_sd,mae_p_q25,mae_p_q75,mae_so_mean,mae_so_median,mae_so_sd,mae_so_q25,mae_so_q75,score_mean,score_median,score_sd,score_q25,score_q75,condition_mean,condition_median,condition_sd,condition_q25,condition_q75,online_seconds_per_snapshot_mean,online_seconds_per_snapshot_median,online_seconds_per_snapshot_sd,online_seconds_per_snapshot_q25,online_seconds_per_snapshot_q75,storage_floats_mean,storage_floats_median,storage_floats_sd,storage_floats_q25,storage_floats_q75,memory_bytes_mean,memory_bytes_median,memory_bytes_sd,memory_bytes_q25,memory_bytes_q75,basis_seconds_mean,basis_seconds_median,basis_seconds_sd,basis_seconds_q25,basis_seconds_q75,measurements_mean,measurements_median,measurements_sd,measurements_q25,measurements_q75,pareto_accuracy_storage,pareto_pressure_storage,pareto_accuracy_measurements
hybrid,well_joint,23,10,0.21321735774320666,0.2175796225128985,0.07645050627575949,0.1435883537952811,0.2798971209361638,0.0007947172759385499,0.0007888699447596,0.00010891072181553924,0.0007087571174969,0.000899244337141,0.16785991103672965,0.1594900877401495,0.06720539175405849,0.10701667974624,0.233436601603947,0.00030721094436356,0.00030602973155265,3.6164373318206075e-05,0.0002783144676932,0.0003458930290929,0.5909891997056282,0.5924237770775879,0.10770222863487532,0.5156369960641999,0.611164084833958,4128.828015334352,4182.230313923152,610.266957219975,3633.4251974639737,4476.3237202120645,0.0010819571120296466,0.00126489395486545,0.0006059656546854492,0.0010432359022639,0.0014685861578914,188708.0,188708.0,0.0,188708.0,188708.0,1509664.0,1509664.0,0.0,1509664.0,1509664.0,0.9716671417983889,0.939834520999284,0.13759173929647145,0.8862405830004718,1.0541672090039356,46.0,46.0,0.0,46.0,46.0,False,False,False
original_basis_optimized_recovery,well_joint,23,10,0.4660259382740789,0.4784094409646633,0.05213417692644099,0.4370363976568905,0.4875333899541055,0.004257565114602541,0.00425079468310815,5.0283224316037844e-05,0.0042149813288275,0.004280584402963,0.31946213098900417,0.3444907060026116,0.059915273866550225,0.2569739729042123,0.3730575450495192,0.00190589903376268,0.00190651946159775,3.013491074802831e-05,0.0018895187051542,0.0019246879144621,2.896528882926962,3.0156281098705335,0.5328396570295044,2.689903978840654,3.3163072599226293,1475.5062206140822,1413.4520833415154,272.4110512984798,1341.6327699488102,1459.0113527792314,0.00017266271956356376,0.00018138267294935,0.00012790630899224762,0.0001461563308686,0.0001940538872473,101860.0,101860.0,0.0,101860.0,101860.0,814880.0,814880.0,0.0,814880.0,814880.0,10.209926687399275,10.074531104499329,0.8754358776760668,9.508314083002915,10.710296749995903,46.0,46.0,0.0,46.0,46.0,False,False,False
rank_optimized_joint,well_joint,23,10,0.10564921595849304,0.10192552094175915,0.03220479933297389,0.0775770037719947,0.1326507863255531,0.00064610724281463,0.00063515232001205,0.00013205328668508437,0.0005615124655782,0.000723195940217,0.08205604530739649,0.07241673880328339,0.03126516816550836,0.0584597575795669,0.1065600124929421,0.00025559080201306,0.00026171516326029996,4.238032328562295e-05,0.0002319529240192,0.0002702763163509,0.4633207668498045,0.45973756531069276,0.1455826645775948,0.3762690139428215,0.4919269704310908,34385.761216557985,25119.170679369912,21978.166967308734,19613.612021545727,41652.18233023447,0.00148632800600644,0.00185235886090225,0.0007830443860482685,0.0018286466164907,0.0018632431052619,259188.0,259188.0,0.0,259188.0,259188.0,2073504.0,2073504.0,0.0,2073504.0,2073504.0,1.1137917291998747,1.0975723335031944,0.17525642300395397,0.9818984160010586,1.2366713330047787,46.0,46.0,0.0,46.0,46.0,False,False,False
POD,well_joint,24,10,0.2692847222477845,0.26389547806251623,0.1318601231874564,0.1866854224021283,0.2988501814668797,0.0009631838080993599,0.00083878579895325,0.0004488290726158207,0.0007789113358312,0.0012223539430497,0.17018054630024956,0.15848800752854955,0.0978317295866669,0.1080502808270751,0.2109455171331241,0.0002615419858893,0.00024620880645485,0.0001006549065038962,0.0002151432943793,0.0003070131339287,0.7352476508261063,0.7435729952021248,0.3223728047276414,0.577693808716634,0.8680985614360499,105.55087996145298,76.8721959743437,69.37634025348974,58.07679141254467,150.8569172948367,1.0928240570999487e-06,7.938571415204359e-07,6.21264566978267e-07,7.092706877493152e-07,1.0886616568095086e-06,316800.0,316800.0,0.0,316800.0,316800.0,2534400.0,2534400.0,0.0,2534400.0,2534400.0,1.292954733499937,1.29505272949973,0.10029715001858687,1.2014440409984672,1.352346416999353,48.0,48.0,0.0,48.0,48.0,False,False,False
POD-E,well_joint,24,10,0.09873909464129202,0.0933917785795855,0.03260782470546685,0.0810824975161517,0.1168449841171095,0.00060494196300081,0.0005921901468155,0.00011705070560954485,0.0005426666821125,0.0006617434419022,0.07361046451659593,0.06852253601336125,0.030256447631714593,0.0486689585451637,0.0857131645146559,0.00019247701265438002,0.00019597551013405,4.045853891334729e-05,0.0001633087232946,0.0002111535268473,0.4303916411027212,0.4272635296913106,0.1273618443160269,0.3424758958413155,0.496125161800884,36469.68218051997,21384.345501199517,29003.682841881564,17852.377348296515,39712.544525761594,0.0005583344924859271,1.0034473918385356e-06,0.0008976413381039553,7.321428519820696e-07,0.0018505529474066,316800.0,316800.0,0.0,316800.0,316800.0,2534400.0,2534400.0,0.0,2534400.0,2534400.0,1.25942648339842,1.241910395994637,0.08394504072825856,1.2020911250001518,1.3391447919930215,48.0,48.0,0.0,48.0,48.0,False,False,True
final_accuracy,well_joint,24,10,0.18058565207003238,0.17118669127797964,0.05101932964465205,0.1413534417219728,0.1961245905777951,0.0006466453494365799,0.0006679852868208499,0.00011444365831481411,0.0005312374986238,0.0007523643456571,0.14028341205225353,0.11192109287702709,0.0558256341111318,0.1009954950783285,0.1585518966669985,0.00019245018064360998,0.0001957916791314,3.199805599717957e-05,0.0001604206297262,0.0002220775827684,0.500217688056513,0.4804332664420728,0.14438968926959642,0.3851948608057756,0.6221352785160306,9535197.045703303,7790619.958472994,8801047.978527538,171352.23710614862,16051781.411244543,0.001376469736096851,0.0018445701729556002,0.0008023658028761897,0.0007565366541349,0.0018544345188192,149728.0,149728.0,0.0,149728.0,149728.0,1197824.0,1197824.0,0.0,1197824.0,1197824.0,0.6617432206992817,0.623701541499031,0.1423143578430971,0.5486494580036378,0.6849100419931347,48.0,48.0,0.0,48.0,48.0,False,False,False
final_pareto,well_joint,24,10,0.1868145125727145,0.16228460518714372,0.05727266778860116,0.1422628037111603,0.2475602300303813,0.0006499570916512,0.0006399975347941,0.0001247287110404898,0.0006164853114019,0.0006924074519455,0.1510825212361319,0.1345893861471521,0.053407395758605994,0.1120961517153938,0.218082674510897,0.00019442405467717,0.00019251012911535,3.734423041313145e-05,0.0001652997987842,0.0002039123874943,0.5029360786708139,0.525910412550677,0.11938849334181137,0.3883999611233257,0.5930289685870133,10105194.752529148,10916246.391103936,7311257.269710775,4757575.49452826,15267691.65073729,0.0014583569857205452,0.0018365079887374,0.0009041187405206716,0.0007691760601071,0.0018566453609378,120704.0,120704.0,0.0,120704.0,120704.0,965632.0,965632.0,0.0,965632.0,965632.0,0.5578846539989172,0.5259898334988975,0.12132465539589683,0.5040131669957191,0.586913375002041,48.0,48.0,0.0,48.0,48.0,False,False,False
hybrid,well_joint,24,10,0.21261236897002847,0.2142765264008841,0.07291274702233563,0.151036076974912,0.2662630382206705,0.00080112416190182,0.00078528306895775,0.00011692397889614691,0.0007092989747692,0.0009115472848291,0.16819546456461631,0.16220900846205333,0.0643450669206824,0.1114038505536307,0.217161846041036,0.000313375054524,0.00031089299932925,4.45753696562799e-05,0.0002678599263054,0.0003460051137813,0.5978562833242561,0.5845820825413777,0.12823026956118347,0.5265021383083613,0.6093754824797436,4071.73266670562,4194.174572423833,561.701386734173,3648.3464665353567,4495.53240779753,0.0011014422315786944,0.0012935808270522,0.0006399204208963321,0.0009728806391266,0.001457370932326,188708.0,188708.0,0.0,188708.0,188708.0,1509664.0,1509664.0,0.0,1509664.0,1509664.0,0.9716671417983889,0.939834520999284,0.13759173929647145,0.8862405830004718,1.0541672090039356,48.0,48.0,0.0,48.0,48.0,False,False,False
original_basis_optimized_recovery,well_joint,24,10,0.46646568290070123,0.4750127116229177,0.04852749338934277,0.436074992816288,0.4867030630517464,0.00424942921402693,0.00425089319749115,3.402562697297727e-05,0.0042123753093462,0.0042809507577686,0.31737566037245885,0.3421230211166882,0.059281380181710766,0.2692239281338556,0.3656851223409303,0.00190284822432104,0.0019076678448362002,2.522888195808238e-05,0.0018893016067474,0.0019249409663498,2.894338836636963,3.0155620615678185,0.5395139430119612,2.6371546177277425,3.31659419888944,1454.2157063649674,1375.0911851299786,235.17037055377236,1334.311111054271,1468.432441615039,0.0001624792278185873,0.00016947195864555,0.00011202089401050991,0.0001424902856841,0.0001772500000061,101860.0,101860.0,0.0,101860.0,101860.0,814880.0,814880.0,0.0,814880.0,814880.0,10.209926687399275,10.074531104499329,0.8754358776760668,9.508314083002915,10.710296749995903,48.0,48.0,0.0,48.0,48.0,False,False,False
rank_optimized_joint,well_joint,24,10,0.09902033917811359,0.0990766379613022,0.029488082729212255,0.0750119079310662,0.1102543250133158,0.0006432757703124,0.0006345011231122,0.00013372886027222282,0.000558348965968,0.0007235903297281,0.07645416833153891,0.0649553931899681,0.02843968317073899,0.0571792734949874,0.0837518367407887,0.00025444767610873994,0.00026124298728915003,4.281844110342453e-05,0.0002310663560553,0.0002704642378849,0.4572387994137649,0.44945791970139204,0.1442232277138592,0.3749191635210199,0.4886637391418976,31949.697691269772,25035.505470391472,16986.527429812184,19604.21419836286,39859.77501379928,0.001487210869926513,0.0018524826090216499,0.0007835377500328414,0.0018269439172953,0.0018675595188108,259188.0,259188.0,0.0,259188.0,259188.0,2073504.0,2073504.0,0.0,2073504.0,2073504.0,1.1137917291998747,1.0975723335031944,0.17525642300395397,0.9818984160010586,1.2366713330047787,48.0,48.0,0.0,48.0,48.0,False,False,False
POD,well_joint,25,10,0.28234133269340816,0.26753093179649423,0.1875329215212677,0.1428234061931686,0.318598510193464,0.0009441105144080399,0.00077130544963,0.0006267921199695891,0.0007400577219428,0.000854813666193,0.16189643538101844,0.13863876081679705,0.09325548674644168,0.1067726972471631,0.2029252084617835,0.00026337653788394003,0.0002205301373183,0.00016349547659283035,0.0001996012331984,0.0002338079744293,0.7818320310814193,0.6418616933022854,0.6603167811831713,0.4051822858300282,0.7681544695720512,83.51477353614541,67.20165907422908,35.08985502279383,53.56701549759948,114.03380151495276,1.1099315731159476e-06,8.125000049472135e-07,6.877134191916393e-07,6.992480834890017e-07,9.63969905843216e-07,316800.0,316800.0,0.0,316800.0,316800.0,2534400.0,2534400.0,0.0,2534400.0,2534400.0,1.292954733499937,1.29505272949973,0.10029715001858687,1.2014440409984672,1.352346416999353,50.0,50.0,0.0,50.0,50.0,False,False,False
POD-E,well_joint,25,10,0.09059453645981817,0.0858542246319918,0.02993960338305076,0.0736769029680065,0.1114977915636457,0.0006059274045983299,0.0005887792111938001,0.00011971016478527848,0.0005222428489056,0.0007268412540477,0.06489461895343865,0.0581600756855294,0.024719262543680908,0.0467272538083866,0.0801139413313735,0.00018865010666768,0.0001953740284295,3.647086055433274e-05,0.0001618211376916,0.0002090785049306,0.42993694820534,0.44900335248174106,0.1287843567067696,0.3080579862731241,0.5226622420171934,37767.335786796815,38186.689637370386,16806.402493221376,22981.93210207927,53035.46706070387,0.0005600792609016717,1.0053233033014614e-06,0.0009004343221354097,7.753759356481689e-07,0.001843055766927,316800.0,316800.0,0.0,316800.0,316800.0,2534400.0,2534400.0,0.0,2534400.0,2534400.0,1.25942648339842,1.241910395994637,0.08394504072825856,1.2020911250001518,1.3391447919930215,50.0,50.0,0.0,50.0,50.0,False,False,True
final_accuracy,well_joint,25,10,0.18654333864313316,0.17596983985192985,0.052368787425417604,0.1471237954448995,0.2245545632677681,0.0007006537004782601,0.0006834797861165001,0.00016690708581720078,0.0005945571567,0.0008373383040874,0.14284440696789133,0.1310686607312484,0.045181178241833535,0.1068607610683934,0.1731473266785813,0.00020790411268898002,0.00020620316900795001,4.515694125384223e-05,0.0001755004769462,0.0002471300664706,0.537754988477081,0.5327045560612158,0.17077646740961938,0.3824591389672745,0.5922022219243026,21134646.20469395,9769012.429321365,25812569.487899896,113938.3029147362,49245718.79192,0.001220962906025846,0.00184669579697975,0.0008572511240516489,0.0002536885939819,0.0018578847142963,149728.0,149728.0,0.0,149728.0,149728.0,1197824.0,1197824.0,0.0,1197824.0,1197824.0,0.6617432206992817,0.623701541499031,0.1423143578430971,0.5486494580036378,0.6849100419931347,50.0,50.0,0.0,50.0,50.0,False,False,False
final_pareto,well_joint,25,10,0.20460446121892933,0.18379315039141336,0.06924855450686947,0.1487495944540401,0.2457396192245564,0.00067635422471811,0.0006826849546953499,0.00012118369466447667,0.0006363836924366,0.0007518859073384,0.16551340622704955,0.1437929463291868,0.0588899311700148,0.1271361667977066,0.2113966134364872,0.00020283992494865002,0.00020387487326085002,3.1479740009648314e-05,0.0001868521394509,0.0002227860209796,0.5241253119234992,0.5384872222283177,0.11740762842546301,0.4504986342216858,0.6137496208452987,13062551.637812847,12256344.29187843,9784199.05726011,6280446.37778069,21144718.495239455,0.0013743343045030758,0.00183544188722655,0.0007342736762238384,0.0007628665413555,0.0018498568270548,120704.0,120704.0,0.0,120704.0,120704.0,965632.0,965632.0,0.0,965632.0,965632.0,0.5578846539989172,0.5259898334988975,0.12132465539589683,0.5040131669957191,0.586913375002041,50.0,50.0,0.0,50.0,50.0,False,False,False
hybrid,well_joint,25,10,0.24129944992912047,0.24388565936508438,0.05456450050240005,0.2099750150386068,0.2799779938590868,0.0008208837810308801,0.000789087040887,0.00013668811855348185,0.0007262470644696,0.0009051082113486,0.18399065530495834,0.20272730229399788,0.0575933799142386,0.1411783633911366,0.2157211397261764,0.00031943718258081,0.00031102534450105,4.553910998123503e-05,0.0002776003737006,0.0003435255235573,0.6336097335292691,0.5839230327040297,0.16559889062173969,0.5259978550767649,0.6914359157604362,4538.496920855462,4620.0793431436705,1018.1229173132053,3661.438040255985,5510.32808314597,0.000979380137590123,0.00130014175938,0.0006408681203956001,0.0003292722481126,0.00149420864663,188708.0,188708.0,0.0,188708.0,188708.0,1509664.0,1509664.0,0.0,1509664.0,1509664.0,0.9716671417983889,0.939834520999284,0.13759173929647145,0.8862405830004718,1.0541672090039356,50.0,50.0,0.0,50.0,50.0,False,False,False
original_basis_optimized_recovery,well_joint,25,10,0.4361533571730415,0.4433306133505336,0.047828308489622336,0.3949368893291967,0.4458621343064425,0.00425454485707399,0.0042420792725117,6.222321376628636e-05,0.0042064251064258,0.004256697343444,0.2731590782906233,0.27067376939625964,0.04574851295842217,0.2419341706220621,0.3161631300005982,0.0019069431110039802,0.00190361389563455,3.8356087277346615e-05,0.0018830202855674,0.0019175525744431,2.8838512959538916,3.0118137510134577,0.5482760754087522,2.5963905661291777,3.274812358340276,1583.9766066498455,1439.50425044217,310.49774572366454,1331.7235063747855,1797.8911971101809,0.00018817957368573267,0.00016464379696385002,0.0001490259751596593,0.0001389570826908,0.0002750773834615,101860.0,101860.0,0.0,101860.0,101860.0,814880.0,814880.0,0.0,814880.0,814880.0,10.209926687399275,10.074531104499329,0.8754358776760668,9.508314083002915,10.710296749995903,50.0,50.0,0.0,50.0,50.0,False,False,False
rank_optimized_joint,well_joint,25,10,0.10098280012259131,0.10751916141716265,0.026168251666222837,0.0795328952157094,0.1201282863350779,0.00065399282949462,0.00066090205381885,0.00014119041019357165,0.0005562197855432,0.0007531851388693,0.0780019896017733,0.07402646313253619,0.0217659361994519,0.0633867186649344,0.0900534645183697,0.00025404166004647,0.0002669730670221,3.99472548675568e-05,0.0002160914179253,0.0002835465430367,0.46751164309221993,0.45176252814719026,0.14611857020682908,0.3735523434892799,0.5988584755378036,34284.01966897985,35464.42908845788,13488.692206152065,21087.103512941212,44354.9591431109,0.0014664892548947718,0.0018453934849514998,0.0007989053327031706,0.0013482462406014,0.0018577929173138,259188.0,259188.0,0.0,259188.0,259188.0,2073504.0,2073504.0,0.0,2073504.0,2073504.0,1.1137917291998747,1.0975723335031944,0.17525642300395397,0.9818984160010586,1.2366713330047787,50.0,50.0,0.0,50.0,50.0,False,False,False
POD,well_joint,26,10,0.20049639991172685,0.18542680869224548,0.07593820189535637,0.1493544504871221,0.2657448073990782,0.00075621505341321,0.0007758434064536999,0.00019749996605053255,0.0007358875753898,0.0008007345898139,0.14399668227147983,0.14162456608097396,0.051463504702103285,0.1155973842272075,0.1740753945798943,0.00022069086953810003,0.00022261275765265,6.089941946126997e-05,0.0002113291163911,0.0002333962346108,0.5938628404356191,0.5964697220200039,0.24109533736070696,0.4055729948160568,0.7023302027392522,67.83981718568069,67.06942986387054,16.814665082135527,51.83767101868705,77.97868470136993,1.1074240592963068e-06,7.780413432186819e-07,7.486667213652766e-07,7.045714585530691e-07,8.790676317464812e-07,316800.0,316800.0,0.0,316800.0,316800.0,2534400.0,2534400.0,0.0,2534400.0,2534400.0,1.292954733499937,1.29505272949973,0.10029715001858687,1.2014440409984672,1.352346416999353,52.0,52.0,0.0,52.0,52.0,False,False,False
POD-E,well_joint,26,10,0.08937583093161913,0.0828332660690438,0.03014528729894407,0.0665506898502041,0.1136151102447211,0.00061382677081993,0.0005884273986452001,0.00012431517920777368,0.0005407529155369,0.0007176394088406,0.06406107793624186,0.05832985802655385,0.02505555069025046,0.0434111926444865,0.0718469068684032,0.00018976291307049002,0.00019220393313105,3.612654131444395e-05,0.0001698344582462,0.000213094193279,0.4335371122408098,0.46028497882092706,0.12779897156450737,0.3075899549126522,0.513815295765861,28067.46502631185,29648.819663542065,7958.69178815517,23192.465055025434,34559.785912032654,0.0005444568616562926,9.403195423844333e-07,0.0008761978669193834,7.412330942452514e-07,0.0017155949248454,316800.0,316800.0,0.0,316800.0,316800.0,2534400.0,2534400.0,0.0,2534400.0,2534400.0,1.25942648339842,1.241910395994637,0.08394504072825856,1.2020911250001518,1.3391447919930215,52.0,52.0,0.0,52.0,52.0,False,False,False
final_accuracy,well_joint,26,10,0.18436332898384739,0.17893852847204822,0.055482093775597784,0.1493794026710234,0.2033158699515259,0.00070027382827169,0.00068017835731145,0.0001664814333294703,0.0005993836837218,0.0008351667438697,0.13961419986715756,0.1281347653871067,0.04830834258176297,0.0984295351315036,0.163078030868519,0.00020802147215763996,0.00020449267225164998,4.548680708550332e-05,0.0001750761746089,0.0002456652159092,0.5383146777835786,0.5329614907884597,0.17471787702987499,0.3734446861724478,0.6000209695659704,18707580.444813106,9481967.640985776,21986605.370709535,117606.79380435943,43135882.44083729,0.001221766666910935,0.00184109163910075,0.0008609558436342167,0.0002430260074858,0.0018677985563933,149728.0,149728.0,0.0,149728.0,149728.0,1197824.0,1197824.0,0.0,1197824.0,1197824.0,0.6617432206992817,0.623701541499031,0.1423143578430971,0.5486494580036378,0.6849100419931347,52.0,52.0,0.0,52.0,52.0,False,False,False
final_pareto,well_joint,26,10,0.20993797768034123,0.18624422577983474,0.07585134076724237,0.1430719996694227,0.2623348138285795,0.00067552855807411,0.00067825810618365,0.00012047878853662984,0.000636077093841,0.00075428804698,0.17076464229236318,0.15309712183599275,0.06442758568440764,0.124739353008267,0.2093365641532374,0.00020266038015788,0.00020492281325705,3.1797626107204576e-05,0.0001867716298111,0.0002224741473012,0.5251784376092623,0.5459358101596583,0.1164623563061873,0.4540948585370775,0.611107657242262,13086237.294779148,12492631.119158264,9779680.720551163,6375084.976816359,19503443.494422447,0.0014127379067710505,0.0018304895037770498,0.000771934577358377,0.0007632750601711,0.0018627496842269,120704.0,120704.0,0.0,120704.0,120704.0,965632.0,965632.0,0.0,965632.0,965632.0,0.5578846539989172,0.5259898334988975,0.12132465539589683,0.5040131669957191,0.586913375002041,52.0,52.0,0.0,52.0,52.0,False,False,False
hybrid,well_joint,26,10,0.2366837928475455,0.2341179824455341,0.06656277503343659,0.1898951896547137,0.2887647482035015,0.00080543393129387,0.00078781998542005,0.00012201123920014733,0.0006908519328419,0.0009052143787989,0.18399761429714834,0.19098937418990336,0.06457718724098888,0.1281119282640828,0.2419834331134907,0.00031237640643835997,0.00031058979140505,3.805582960019605e-05,0.0002829731065653,0.0003433136486578,0.6199825208966101,0.5746708069744464,0.15029138375921477,0.5251967516892282,0.6481051331187646,4215.39332201073,4427.9304171188705,826.4320253285906,3680.9544572465143,4719.4294437670205,0.0009585251894807904,0.0012243218985066,0.00063226372261401,0.0003224689850108,0.0014758433608768,188708.0,188708.0,0.0,188708.0,188708.0,1509664.0,1509664.0,0.0,1509664.0,1509664.0,0.9716671417983889,0.939834520999284,0.13759173929647145,0.8862405830004718,1.0541672090039356,52.0,52.0,0.0,52.0,52.0,False,False,False
original_basis_optimized_recovery,well_joint,26,10,0.4377161544289231,0.4374827655935653,0.048841918813549615,0.4142817474768152,0.4472963859250842,0.0042464694320703995,0.0042374671166111495,5.012931667495739e-05,0.0042071479870115,0.0042495371090685,0.27764739097801755,0.2782082032107238,0.04757430842945457,0.238172625200381,0.3143407342465553,0.0019004253091087597,0.00190048358494075,3.0794201164478484e-05,0.0018830370694568,0.0019103099210064,2.8777676480367913,3.0036472730927084,0.5418747805756136,2.5950493342132206,3.2715482547871915,1605.459241150262,1451.2893620791397,323.521678916903,1345.9299570674164,1831.5203309071132,0.00018766622857868716,0.00016565836464485002,0.00014945571626611632,0.000137008142879,0.0002743637218154,101860.0,101860.0,0.0,101860.0,101860.0,814880.0,814880.0,0.0,814880.0,814880.0,10.209926687399275,10.074531104499329,0.8754358776760668,9.508314083002915,10.710296749995903,52.0,52.0,0.0,52.0,52.0,False,False,False
rank_optimized_joint,well_joint,26,10,0.09985562236628433,0.1017619230352571,0.026871783032334465,0.0796602245935446,0.121123891121382,0.00065754293137782,0.0006603498814126,0.0001439425701641024,0.0005601591013186,0.0007528590257887,0.07932878022252707,0.07208632925026301,0.024656758099257593,0.0637903665423278,0.0987982761442727,0.00025667028736746,0.0002685989615295,4.1638983688100895e-05,0.0002242764001766,0.0002872491678363,0.4689854615175169,0.4503896066796874,0.14685653583276598,0.3723866203418338,0.598269666870742,27223.715375979235,26380.903308503955,7715.369813296447,20109.931620790096,35237.041663495955,0.001506016321043239,0.00184543358269925,0.0008489386091447129,0.0013489201127707,0.0018504899774399,259188.0,259188.0,0.0,259188.0,259188.0,2073504.0,2073504.0,0.0,2073504.0,2073504.0,1.1137917291998747,1.0975723335031944,0.17525642300395397,0.9818984160010586,1.2366713330047787,52.0,52.0,0.0,52.0,52.0,False,False,False
POD,well_joint,27,10,0.20963308047140425,0.19999116028876365,0.09731181426557557,0.1492531624575544,0.2296438893773724,0.0007228660365658801,0.00075843319920475,0.00016283408593340744,0.0007020614001742,0.0007822187110554,0.14484784698539116,0.13821888312065916,0.05802022841423901,0.1154869811320861,0.172667385932739,0.00020845434742755003,0.0002143716208118,4.65687782936017e-05,0.0001835352132976,0.0002308245823293,0.579209071082748,0.5913701684761203,0.23362692970864105,0.405643819828787,0.6694917343677842,65.43251135700295,64.53133877951534,14.48186950612731,51.737463156231634,73.80437171890354,1.1082706853477772e-06,7.774135320188295e-07,7.377586303469854e-07,7.139699169455614e-07,8.656015301025227e-07,316800.0,316800.0,0.0,316800.0,316800.0,2534400.0,2534400.0,0.0,2534400.0,2534400.0,1.292954733499937,1.29505272949973,0.10029715001858687,1.2014440409984672,1.352346416999353,54.0,54.0,0.0,54.0,54.0,False,False,False
POD-E,well_joint,27,10,0.08660891006041672,0.0838213900379713,0.03278441134120339,0.0543453466831144,0.1239145334811386,0.00059444177647784,0.0005869162406521499,0.0001250991308221022,0.0004903599300466,0.0007159360481124,0.06529072825196662,0.0614745523903304,0.028110655877919728,0.041011928371055,0.079979303824289,0.00018452515785301,0.0001954993668943,3.742785755352168e-05,0.0001485321013731,0.000204180935901,0.42024169144201295,0.4269117956042857,0.12760688009549886,0.3078221382343923,0.4894254646139875,26332.47283639317,27521.874729915748,6427.664218214902,23254.976090290427,31421.792432838534,0.0005424695488761588,8.851804208584635e-07,0.0008727367102737179,7.644135840202128e-07,0.0017250241278241,316800.0,316800.0,0.0,316800.0,316800.0,2534400.0,2534400.0,0.0,2534400.0,2534400.0,1.25942648339842,1.241910395994637,0.08394504072825856,1.2020911250001518,1.3391447919930215,54.0,54.0,0.0,54.0,54.0,False,False,True
final_accuracy,well_joint,27,10,0.18945339695592756,0.18224352516366427,0.054571844958294015,0.1513870372114558,0.2203140532674722,0.00067154371425149,0.00068830259221275,0.00012884544209601235,0.000593279789595,0.0007763456890786,0.14950111008267894,0.14426874415031127,0.048612798294350744,0.1178424370353808,0.1647042681694493,0.00020272993684162,0.00020589294276645,4.0018857597469766e-05,0.0001728718218832,0.0002293287873525,0.5261980030991122,0.5323829313642833,0.15543109673326544,0.3733829004734194,0.6487379809712057,13864652.183396885,8896816.140653823,15609714.742119538,66113.0391560352,21159217.573722243,0.0012241106210547329,0.0018558563609356,0.0008631145216307896,0.0002424849624088,0.0018679824586291,149728.0,149728.0,0.0,149728.0,149728.0,1197824.0,1197824.0,0.0,1197824.0,1197824.0,0.6617432206992817,0.623701541499031,0.1423143578430971,0.5486494580036378,0.6849100419931347,54.0,54.0,0.0,54.0,54.0,False,False,False
final_pareto,well_joint,27,10,0.21845813525896976,0.18568071895230176,0.08569153634960212,0.1422694622353677,0.2974553835837811,0.00065382664254505,0.00067487878404595,0.00010236491240977426,0.000636077093841,0.0007117128448165,0.17955625212656603,0.1526383171595822,0.07406183118557699,0.1235206476438896,0.2451527152108734,0.00019666893012826002,0.00020590757149545,3.1444736534750506e-05,0.0001650972074195,0.0002220827094039,0.5170941301804273,0.5590706562701222,0.11700019592274515,0.4274085344492845,0.6114794153731481,9633209.101692323,10526523.55786786,6463163.44922065,5063771.315460765,13548664.72906191,0.001487902224066451,0.00184232330453465,0.0008511773322014294,0.000758758766876,0.0018734924812079,120704.0,120704.0,0.0,120704.0,120704.0,965632.0,965632.0,0.0,965632.0,965632.0,0.5578846539989172,0.5259898334988975,0.12132465539589683,0.5040131669957191,0.586913375002041,54.0,54.0,0.0,54.0,54.0,False,False,False
hybrid,well_joint,27,10,0.23362174043214057,0.23725593858744304,0.05605327623871235,0.1964964010774755,0.2698267514724678,0.00079119877788791,0.0007815283968073501,0.00011373909363440035,0.0006780017457944,0.0008956494509291,0.18443222860279757,0.19673603539163648,0.055534627919757995,0.1445482243300914,0.2235853142852629,0.00031049007890872,0.0003065299390163,4.10064499522348e-05,0.0002797126218823,0.0003380986153859,0.6122262040220245,0.5705240072554538,0.14965346319502879,0.510140362113174,0.6428048286240947,4140.841530810474,4153.657224658964,809.9630845060061,3586.551426721364,4720.931148784761,0.0009763850579009564,0.0012020231879706,0.0006624676984689227,0.0003040303834263,0.0014763624737012,188708.0,188708.0,0.0,188708.0,188708.0,1509664.0,1509664.0,0.0,1509664.0,1509664.0,0.9716671417983889,0.939834520999284,0.13759173929647145,0.8862405830004718,1.0541672090039356,54.0,54.0,0.0,54.0,54.0,False,False,False
