protocol,fold,basis,r,R1,rmse_p,rmse_so,relerr,r_energy,seconds,storage_floats,train_rel_error,R2
P2,P2-run4,TBMD-R1sweep,16,12,2.4753649721280526,0.020176802525364086,0.08136453624476558,16,65.40743633298553,26008.0,0.10638626397444617,12.0
P2,P2-run4,TBMD-R1sweep,16,24,1.4197294398210214,0.01348053358077077,0.04838429218903316,16,279.15094145797775,42076.0,0.061520325797484204,24.0
P2,P2-run4,TBMD-R1sweep,16,48,0.3303509134178032,0.004179685245106086,0.012389022711808573,16,21.413162499986356,101860.0,0.013063050295141144,48.0
P2,P2-run4,TBMD-R1sweep,16,96,0.06588936076978576,0.0006345239035183705,0.002279009027337444,16,31.6083019170037,182260.0,0.0009482172337173733,48.0
P2,P2-run4,TBMD-R1sweep,16,139,0.06558221336238174,0.0006261719552704464,0.0022646847811562594,16,35.70589874999132,254285.0,0.0008958666909691856,48.0
P2,P2-run5,prior,0,0,1.9247124491318006,0.0007229611551406942,0.0597031341619378,16,,,,
P2,P2-run5,POD,2,0,0.38075907422647165,0.004626353613979001,0.015633653547474407,16,2.155444541014731,19800.0,,
P2,P2-run5,TBMD,2,48,0.5316253600715772,0.006545418488748715,0.021422827735159137,16,20.637318583001615,20590.0,0.027515586543985115,
P2,P2-run5,POD,5,0,0.147078521565668,0.0005823811295969993,0.004658121162880558,16,3.710356249997858,49500.0,,
P2,P2-run5,TBMD,5,48,0.37439195691334015,0.004184833984633379,0.014135276927190727,16,26.98873787498451,38005.0,0.013924268513253181,
P2,P2-run5,POD,10,0,0.07479807562034199,0.000505746030190372,0.002495097309479843,16,2.893417416984448,99000.0,,
P2,P2-run5,TBMD,10,48,0.3503684934562924,0.004176878241373576,0.01351276626535593,16,24.163539500004845,67030.0,0.013055761772069914,
P2,P2-run5,POD,16,0,0.054338334812288565,0.00043402057213903376,0.0018698586041383145,16,3.9252737499773502,158400.0,,
P2,P2-run5,TBMD,16,48,0.3470098947178322,0.00416725560248884,0.013422003941335662,16,50.538167958002305,101860.0,0.012951291756634856,
P2,P2-run5,POD,20,0,0.03977624692362118,0.0003501344017112173,0.0014101636820658553,16,5.381555125000887,198000.0,,
P2,P2-run5,TBMD,20,48,0.3460108793936973,0.0041605225729137415,0.013391491483848555,16,56.85631562501658,125080.0,0.012938383037594108,
P2,P2-run5,POD,30,0,0.012435140048831384,0.0002833107429173639,0.0006773365008057671,16,5.164462999993702,297000.0,,
P2,P2-run5,TBMD,30,48,0.3443470382827924,0.004156783013368181,0.013346131042349153,16,52.76178637499106,183130.0,0.012929672518373183,
P2,P2-run5,POD,50,0,0.005152071486920697,0.00017904912033702046,0.00038876010827859875,16,5.797177209024085,495000.0,,
P2,P2-run5,TBMD,50,48,0.3441612374501055,0.004151742685345576,0.013335791030490695,16,50.51599291598541,299230.0,0.012928073410504838,
P2,P2-run5,TBMD-R1sweep,16,12,2.3787019965192617,0.02006860741436326,0.08258629265000546,16,60.90875408300781,26008.0,0.10633912827387454,12.0
P2,P2-run5,TBMD-R1sweep,16,24,1.3658539787331614,0.013478644298713278,0.04933650060023603,16,292.09272441698704,42076.0,0.06147583783403842,24.0
P2,P2-run5,TBMD-R1sweep,16,48,0.3470098947178322,0.00416725560248884,0.013422003941335662,16,22.90563649998512,101860.0,0.012951291756634856,48.0
P2,P2-run5,TBMD-R1sweep,16,96,0.05471718769258838,0.00044511149071369953,0.001890130080877314,16,31.399031042004935,182260.0,0.0009434878949002645,48.0
P2,P2-run5,TBMD-R1sweep,16,139,0.05433833481228861,0.0004340205721390116,0.0018698586041382944,16,34.80746291700052,254285.0,0.0008907539533194761,48.0
P2,P2-run6,prior,0,0,1.2559117006811824,0.0008688250755707971,0.036253416692643176,16,,,,
P2,P2-run6,POD,2,0,0.5483336859552551,0.005798547136397181,0.019606612280447994,16,2.4171954590128735,19800.0,,
P2,P2-run6,TBMD,2,48,0.6362262284820898,0.007304315827947094,0.02317078332436392,16,20.594579291995615,20590.0,0.02738069589630257,
P2,P2-run6,POD,5,0,0.20736038681508107,0.0009185150422044493,0.0062272918184309925,16,3.8082621670037042,49500.0,,
P2,P2-run6,TBMD,5,48,0.38421198867466083,0.0042355029838111015,0.013487736358582143,16,27.42947233299492,38005.0,0.013999142241616962,
P2,P2-run6,POD,10,0,0.11964055351969284,0.0007330043272428445,0.003717019493623678,16,3.0821437920094468,99000.0,,
P2,P2-run6,TBMD,10,48,0.34483934897961876,0.004207068721321342,0.012524951310736493,16,27.472550874983426,67030.0,0.013172777295034148,
P2,P2-run6,POD,16,0,0.06580422172156254,0.0006149515345455368,0.002228690837142836,16,4.835071999987122,158400.0,,
P2,P2-run6,TBMD,16,48,0.3299592531626293,0.004186227243229403,0.012165603406886724,16,52.16566904098727,101860.0,0.013084296481745769,
P2,P2-run6,POD,20,0,0.054923240113904676,0.0005955964221467008,0.0019365592425616026,16,4.759085124998819,198000.0,,
P2,P2-run6,TBMD,20,48,0.3295654159002441,0.0041838788950022115,0.012153719345640105,16,60.48173258299357,125080.0,0.013068590883803258,
P2,P2-run6,POD,30,0,0.0261446656790544,0.0004261572944668852,0.0010923143578129844,16,4.984291083004791,297000.0,,
P2,P2-run6,TBMD,30,48,0.3266879319247854,0.004164216320517054,0.012066387728836735,16,55.47072024998488,183130.0,0.013059838819473693,
P2,P2-run6,POD,50,0,0.0052700619987949,0.0002515325790772764,0.0004869003233276763,16,4.858519166009501,495000.0,,
P2,P2-run6,TBMD,50,48,0.3258263654110088,0.004152560046587193,0.012033624331358826,16,64.08108887501294,299230.0,0.013058359008491905,
P2,P2-run6,TBMD-R1sweep,16,12,2.5191821857565766,0.02007500847245819,0.08092327264540801,16,66.11790029198164,26008.0,0.10640313650822351,12.0
P2,P2-run6,TBMD-R1sweep,16,24,1.44995820783877,0.013412073813425001,0.04818391093405988,16,268.2719377920148,42076.0,0.06151905169700812,24.0
P2,P2-run6,TBMD-R1sweep,16,48,0.3299592531626293,0.004186227243229403,0.012165603406886724,16,23.203165125014493,101860.0,0.013084296481745769,48.0
P2,P2-run6,TBMD-R1sweep,16,96,0.06585487976329707,0.0006247091309733705,0.0022366797283034576,16,31.03200887501589,182260.0,0.0009897931955937813,48.0
P2,P2-run6,TBMD-R1sweep,16,139,0.06580422172156267,0.0006149515345455421,0.0022286908371428452,16,35.824594417004846,254285.0,0.0009392715742144359,48.0
P2,P2-run7,prior,0,0,0.6071516920506138,0.0008050174710090959,0.017687226531359634,16,,,,
P2,P2-run7,POD,2,0,0.3994686840314207,0.0051527979153867575,0.015612938139838784,16,2.991630584001541,19800.0,,
P2,P2-run7,TBMD,2,48,0.5156041445130206,0.006642949009238486,0.019868067441543513,16,24.819773750001332,20590.0,0.027891770475285016,
P2,P2-run7,POD,5,0,0.186165218887355,0.0008812318650790888,0.0056734587067255905,16,3.15252987499116,49500.0,,
P2,P2-run7,TBMD,5,48,0.36824601041522553,0.004237369267632758,0.013322515713169088,16,22.041218958998797,38005.0,0.014007674206174011,
P2,P2-run7,POD,10,0,0.09992414295657978,0.0007664938113619223,0.0032411867379509773,16,2.1446113330021035,99000.0,,
P2,P2-run7,TBMD,10,48,0.32486629343994866,0.004219837482136002,0.012291520785509507,16,20.897038208000595,67030.0,0.013193314780322499,
P2,P2-run7,POD,16,0,0.06221545476086619,0.0007032716384078511,0.00224209549067932,16,3.2901804170105606,158400.0,,
P2,P2-run7,TBMD,16,48,0.3146978555694086,0.004208301177760106,0.012054735721427684,16,20.200640042021405,101860.0,0.013098436022418905,
P2,P2-run7,POD,20,0,0.04051410507543869,0.0006530009076477029,0.0017025438130590567,16,2.092977416003123,198000.0,,
P2,P2-run7,TBMD,20,48,0.31299341110249385,0.0042036642657197094,0.012011172096671073,16,26.058863582991762,125080.0,0.01308384204545188,
P2,P2-run7,POD,30,0,0.01976174926408096,0.0004170727694925635,0.0009758134981114393,16,2.726805750018684,297000.0,,
P2,P2-run7,TBMD,30,48,0.3112564948313695,0.004175704165771535,0.011939611280662498,16,17.79687454199302,183130.0,0.013074812254732036,
P2,P2-run7,POD,50,0,0.006423287320344604,0.0002759783986623352,0.0005488096825905965,16,2.4569990830204915,495000.0,,
P2,P2-run7,TBMD,50,48,0.31076831826608026,0.00416513480051981,0.011916106316979624,16,16.30770304100588,299230.0,0.013073361497022123,
P2,P2-run7,TBMD-R1sweep,16,12,2.4922030664096626,0.02018789226364381,0.08160873351058505,16,12.412562000012258,26008.0,0.10635155483295781,12.0
P2,P2-run7,TBMD-R1sweep,16,24,1.4227043168297229,0.013526885924499504,0.04838961955717279,16,60.08339154100395,42076.0,0.061521834117997276,24.0
P2,P2-run7,TBMD-R1sweep,16,48,0.3146978555694086,0.004208301177760106,0.012054735721427684,16,16.385947749979096,101860.0,0.013098436022418905,48.0
P2,P2-run7,TBMD-R1sweep,16,96,0.062376225293991214,0.0007103200000532346,0.0022527025316751467,16,17.93114525001147,182260.0,0.000977037168388153,48.0
P2,P2-run7,TBMD-R1sweep,16,139,0.062215454760864514,0.0007032716384078507,0.0022420954906792775,16,20.66309254200314,254285.0,0.0009262275058400854,48.0
P2,P2-run8,prior,0,0,2.0728610735339172,0.0009238792476391995,0.0666308030164824,16,,,,
P2,P2-run8,POD,2,0,0.6664927302974929,0.007916218387320715,0.026790355159064253,16,3.4342682080168743,19800.0,,
P2,P2-run8,TBMD,2,48,0.7905554013525844,0.008903014682576793,0.03101938875952939,16,24.075563416001387,20590.0,0.02722889875108706,
P2,P2-run8,POD,5,0,0.19543542945578135,0.0007695406429735636,0.006325575721840757,16,3.1025245419878047,49500.0,,
P2,P2-run8,TBMD,5,48,0.4493615396092442,0.004201363262244392,0.01631008091766158,16,21.269749915983994,38005.0,0.01394436359237828,
P2,P2-run8,POD,10,0,0.0924506176968449,0.0007051963724461843,0.0032488065917198965,16,2.33903870798531,99000.0,,
P2,P2-run8,TBMD,10,48,0.4067040271958658,0.004189946989530046,0.01517570298642056,16,21.36726820797776,67030.0,0.013112370283733306,
P2,P2-run8,POD,16,0,0.053223291755794475,0.0004699598972629629,0.0019101685206266302,16,3.708606916014105,158400.0,,
P2,P2-run8,TBMD,16,48,0.3999489072377535,0.004153372382732524,0.014960149251691339,16,18.446328707999783,101860.0,0.013010041808843102,
P2,P2-run8,POD,20,0,0.0366302393702856,0.00041323181319292843,0.0014096168427669802,16,2.135537584021222,198000.0,,
P2,P2-run8,TBMD,20,48,0.39901236914961713,0.004145439805977711,0.014927353825080916,16,25.914793792006094,125080.0,0.01299486712466951,
P2,P2-run8,POD,30,0,0.011860139066476939,0.00025264423486981403,0.000621130524112424,16,2.6557229999743868,297000.0,,
P2,P2-run8,TBMD,30,48,0.39826314766521875,0.0041361869347350515,0.014898513201619779,16,17.4242041670077,183130.0,0.012985014465395737,
P2,P2-run8,POD,50,0,0.004444776018527428,0.00017042280032848734,0.0003662955505217613,16,2.5610870419768617,495000.0,,
P2,P2-run8,TBMD,50,48,0.39784199297936607,0.004130328161880886,0.0148810620891433,16,15.53127791598672,299230.0,0.01298342381186051,
P2,P2-run8,TBMD-R1sweep,16,12,2.4224289024337717,0.02003748666185544,0.08514789873017937,16,13.620508332998725,26008.0,0.10630179825814547,12.0
P2,P2-run8,TBMD-R1sweep,16,24,1.407475121641165,0.013463713308514749,0.051195411601872215,16,56.03364308300661,42076.0,0.06143242477613889,24.0
P2,P2-run8,TBMD-R1sweep,16,48,0.3999489072377535,0.004153372382732524,0.014960149251691339,16,16.079278542019892,101860.0,0.013010041808843102,48.0
P2,P2-run8,TBMD-R1sweep,16,96,0.05348827424071124,0.0004819548358521066,0.0019277368342210325,16,18.45562587500899,182260.0,0.0010037137238646345,48.0
P2,P2-run8,TBMD-R1sweep,16,139,0.05322329175579043,0.000469959897262916,0.0019101685206264762,16,21.27471570801572,254285.0,0.000952575027699137,48.0
P2,P2-run9,prior,0,0,1.2891751560653035,0.0014021146947931521,0.03936255434636142,16,,,,
P2,P2-run9,POD,2,0,1.0218223324148967,0.008312881852137287,0.0348962906783554,16,3.704114291991573,19800.0,,
P2,P2-run9,TBMD,2,48,1.0943414791902855,0.009186203947385844,0.037532191221091846,16,23.266358084016247,20590.0,0.026132314941689754,
P2,P2-run9,POD,5,0,0.26645399847845175,0.001250883395393924,0.00844969779929915,16,3.2430661249964032,49500.0,,
P2,P2-run9,TBMD,5,48,0.564693643935945,0.004292380596736887,0.018834488054037295,16,18.753904542012606,38005.0,0.013477514480137634,
P2,P2-run9,POD,10,0,0.135639383483516,0.0009939024228930102,0.00453415270077114,16,2.571913833002327,99000.0,,
P2,P2-run9,TBMD,10,48,0.5111718936625086,0.00422685776298728,0.017330097597286764,16,22.972098458005348,67030.0,0.012643633217609675,
P2,P2-run9,POD,16,0,0.05976177430618907,0.0008318361296012955,0.0024193833622191967,16,3.301310167007614,158400.0,,
P2,P2-run9,TBMD,16,48,0.4988294132446401,0.004176233904238417,0.016960271389094148,16,17.941723291005474,101860.0,0.012549056086397111,
P2,P2-run9,POD,20,0,0.036151032219807505,0.0006525523055490081,0.0016670332170741701,16,3.87560666599893,198000.0,,
P2,P2-run9,TBMD,20,48,0.49709296265871933,0.004149851886140072,0.016891084752169997,16,21.864771458000178,125080.0,0.012535826123280193,
P2,P2-run9,POD,30,0,0.01541900545958226,0.000387061287926227,0.0008797953849595624,16,3.3638853750017006,297000.0,,
P2,P2-run9,TBMD,30,48,0.49609085517923035,0.004113321153340654,0.016832354936489387,16,16.19596970800194,183130.0,0.012526167434830824,
P2,P2-run9,POD,50,0,0.005412278603789251,0.00025096754972263964,0.0005038876772249217,16,1.9446704589936417,495000.0,,
P2,P2-run9,TBMD,50,48,0.49588379166153645,0.004103606328291487,0.016818440999898605,16,16.37441249997937,299230.0,0.0125245800411876,
P2,P2-run9,TBMD-R1sweep,16,12,2.5471663472414225,0.020035177055186943,0.08468603390325183,16,12.208127749996493,26008.0,0.10611637382714853,12.0
P2,P2-run9,TBMD-R1sweep,16,24,1.49677889861948,0.013506892698980156,0.05132088426992764,16,54.71516562500619,42076.0,0.061266752865221936,24.0
P2,P2-run9,TBMD-R1sweep,16,48,0.4988294132446401,0.004176233904238417,0.016960271389094148,16,16.71071316700545,101860.0,0.012549056086397111,48.0
P2,P2-run9,TBMD-R1sweep,16,96,0.060920665332593917,0.0008398514157759192,0.002455707842269865,16,18.657489916979102,182260.0,0.0009523119075452167,48.0
P2,P2-run9,TBMD-R1sweep,16,139,0.059761774306190604,0.0008318361296012819,0.002419383362219214,16,19.73787112502032,254285.0,0.0009066047500353068,48.0
P2,P2-run10,prior,0,0,1.3527587275870714,0.0008279661401590436,0.03913659943281296,16,,,,
P2,P2-run10,POD,2,0,0.4725091454620713,0.00577814214882549,0.017926454776105945,16,4.704042249999475,19800.0,,
P2,P2-run10,TBMD,2,48,0.5722498866415551,0.007171700300273347,0.021625790734683667,16,23.24787320898031,20590.0,0.027646072208538614,
P2,P2-run10,POD,5,0,0.1755605333466292,0.0009085893911411244,0.005328977319282121,16,3.0891621249902528,49500.0,,
P2,P2-run10,TBMD,5,48,0.3581443801757165,0.004228792821718891,0.012833732286046923,16,19.465536959003657,38005.0,0.01406667080507934,
P2,P2-run10,POD,10,0,0.07109773482372951,0.0006355382694626638,0.002363909565875805,16,3.3007059580122586,99000.0,,
P2,P2-run10,TBMD,10,48,0.3196996863041624,0.004185363082672751,0.011901615658738818,16,22.532758624991402,67030.0,0.013227258867797248,
P2,P2-run10,POD,16,0,0.057638669499911206,0.0005621743619781709,0.001970053255809576,16,3.6806244580075145,158400.0,,
P2,P2-run10,TBMD,16,48,0.3165841949430936,0.0041805810347577636,0.011828400278821143,16,19.858569458010606,101860.0,0.013121961093437185,
P2,P2-run10,POD,20,0,0.046450508128219305,0.0005648951873508377,0.0017050694141252664,16,3.874418624996906,198000.0,,
P2,P2-run10,TBMD,20,48,0.315884044377696,0.004173494227888357,0.011804548062221117,16,21.34192645800067,125080.0,0.013107539222525602,
P2,P2-run10,POD,30,0,0.01253904146646972,0.00042847612585862605,0.0008661302699582922,16,2.5869489580218215,297000.0,,
P2,P2-run10,TBMD,30,48,0.31321077542404274,0.004160429028532736,0.01173037172045071,16,15.835893250012305,183130.0,0.013098512340372617,
P2,P2-run10,POD,50,0,0.006262481587183297,0.0002518671425682107,0.0004954446850549408,16,2.496712124993792,495000.0,,
P2,P2-run10,TBMD,50,48,0.3130247701693166,0.0041460979675392124,0.011709131239972121,16,16.458440459013218,299230.0,0.013096872786259251,
P2,P2-run10,TBMD-R1sweep,16,12,2.5310436241609073,0.02007682289032521,0.08088501208889143,16,12.109505083004478,26008.0,0.10640321643545152,12.0
P2,P2-run10,TBMD-R1sweep,16,24,1.449783863009322,0.013390882531869352,0.047966773549083803,16,55.73774537499412,42076.0,0.06155396041839385,24.0
P2,P2-run10,TBMD-R1sweep,16,48,0.3165841949430936,0.0041805810347577636,0.011828400278821143,16,15.35062791602104,101860.0,0.013121961093437185,48.0
P2,P2-run10,TBMD-R1sweep,16,96,0.05791900570538499,0.0005731423506864599,0.00198588328161655,16,17.984391625010176,182260.0,0.000978993308819349,48.0
P2,P2-run10,TBMD-R1sweep,16,139,0.05763866949991483,0.0005621743619781763,0.0019700532558096684,16,19.78209391699056,254285.0,0.0009272571595838107,48.0
