fold,basis,sensing,N,epsilon,admm_iter,rmse_p,rmse_so
P2-run8,POD-E,grid,30,0.0,0,0.07912533738301501,0.0006831482087787344
P2-run8,POD-E,grid,100,0.0001,120,0.06883939338940782,0.0006200189573989933
P2-run8,POD-E,grid,100,0.001,110,0.07027840426962904,0.0006308826366277494
P2-run8,POD-E,grid,100,0.01,100,0.10915515815835551,0.0007881349905770557
P2-run8,POD-E,grid,100,0.1,480,0.2359669361695558,0.0022940004390476242
P2-run8,POD-E,grid,100,0.0,0,0.06876375371507606,0.0006189724788753942
P2-run8,POD-E,wells-joint,5,0.0001,5000,0.5629689343155669,0.0006618458732368194
P2-run8,POD-E,wells-joint,5,0.001,2120,0.6184597435042999,0.0008203386598344104
P2-run8,POD-E,wells-joint,5,0.01,80,0.38051660290553685,0.0019367343981210425
P2-run8,POD-E,wells-joint,5,0.1,80,0.7717361544678373,0.004015387859412127
P2-run8,POD-E,wells-joint,5,0.0,0,0.4916503558852989,0.0006550512379518173
P2-run8,POD-E,wells-joint,10,0.0001,4610,0.40609875332835943,0.0006704276874910599
P2-run8,POD-E,wells-joint,10,0.001,3560,0.4332078634224998,0.0007259023905032449
P2-run8,POD-E,wells-joint,10,0.01,240,0.41621171875365365,0.0010623781052259054
P2-run8,POD-E,wells-joint,10,0.1,120,0.48137163559416374,0.0028671843718564736
P2-run8,POD-E,wells-joint,10,0.0,0,0.5197768038010183,0.000717471872689961
P2-run8,POD-E,wells-joint,30,0.0001,340,0.11882581899749693,0.0008458009009912943
P2-run8,POD-E,wells-joint,30,0.001,310,0.09790574281040734,0.0008019016415913347
P2-run8,POD-E,wells-joint,30,0.01,130,0.17467064459557627,0.0008451860219396496
P2-run8,POD-E,wells-joint,30,0.1,230,0.32145123070884,0.0026255145806506016
P2-run8,POD-E,wells-joint,30,0.0,0,0.12340015632279526,0.0008549021672930231
P2-run8,TBMD,grid,10,0.0001,5000,0.6200082387590105,0.006131306489427151
P2-run8,TBMD,grid,10,0.001,5000,0.6311406904170181,0.006054381837347034
P2-run8,TBMD,grid,10,0.01,150,0.7184918510299896,0.005809912001240267
P2-run8,TBMD,grid,10,0.1,90,1.0405176327186922,0.006346478233961371
P2-run8,TBMD,grid,10,0.0,0,0.6177316420605325,0.006176297693665798
P2-run8,TBMD,grid,30,0.0001,530,0.4801302487660628,0.004602979866120251
P2-run8,TBMD,grid,30,0.001,490,0.4673803080215813,0.004619931071833816
P2-run8,TBMD,grid,30,0.01,210,0.48536083956557113,0.00471931241925957
P2-run8,TBMD,grid,30,0.1,210,0.6396691087039891,0.005746205724109962
P2-run8,TBMD,grid,30,0.0,0,0.483113174088972,0.004602177537471032
P2-run8,TBMD,grid,100,0.0001,190,0.4278684894797323,0.004625888529654809
P2-run8,TBMD,grid,100,0.001,180,0.42724927627307724,0.004620029086738829
P2-run8,TBMD,grid,100,0.01,120,0.43238145509317477,0.004582529877045111
P2-run8,TBMD,grid,100,0.1,510,0.46710766717737273,0.0052269153461100394
P2-run8,TBMD,grid,100,0.0,0,0.42798628471818,0.004626537473641496
P2-run8,TBMD,wells-joint,5,0.0001,5000,0.7397354974753462,0.004334867048137239
P2-run8,TBMD,wells-joint,5,0.001,2500,0.6366817994794829,0.0042920401824944245
P2-run8,TBMD,wells-joint,5,0.01,110,0.5922991958705666,0.004690760538239163
P2-run8,TBMD,wells-joint,5,0.1,80,1.104170128064067,0.005646699991896378
P2-run8,TBMD,wells-joint,5,0.0,0,1.1426790305126238,0.004366223842985717
P2-run8,TBMD,wells-joint,10,0.0001,5000,1.162366987492364,0.004383413431524824
P2-run8,TBMD,wells-joint,10,0.001,2260,0.5849377343789642,0.004300425031149658
P2-run8,TBMD,wells-joint,10,0.01,260,0.509342747004419,0.004349286964889645
P2-run8,TBMD,wells-joint,10,0.1,1140,0.7512254070768788,0.0050446483003270155
P2-run8,TBMD,wells-joint,10,0.0,0,1.6545337887058584,0.004680420917525332
P2-run8,TBMD,wells-joint,30,0.0001,600,0.44303885548913663,0.004204543958290646
P2-run8,TBMD,wells-joint,30,0.001,560,0.4419427390147633,0.004213221214665218
P2-run8,TBMD,wells-joint,30,0.01,110,0.4548749569858965,0.004263758684112462
P2-run8,TBMD,wells-joint,30,0.1,240,0.5386810103470894,0.005057096758957246
P2-run8,TBMD,wells-joint,30,0.0,0,0.44369724374901126,0.004205118329116304
P2-run9,POD,grid,10,0.0001,5000,28.63985595481153,0.25922083042119154
P2-run9,POD,grid,10,0.001,5000,29.671601094315527,0.2574383673250578
P2-run9,POD,grid,10,0.01,5000,29.95581286882465,0.2622344502709085
P2-run9,POD,grid,10,0.1,910,29.16994089726315,0.2663232660445954
P2-run9,POD,grid,10,0.0,0,28.52910066652412,0.25949403193680326
P2-run9,POD,grid,30,0.0001,5000,0.38633521117161296,0.0010077873706056436
P2-run9,POD,grid,30,0.001,5000,0.6302716166264581,0.0024790624025042216
P2-run9,POD,grid,30,0.01,5000,2.5737779614216834,0.01900751579113786
P2-run9,POD,grid,30,0.1,5000,15.94595989124951,0.14786839022330914
P2-run9,POD,grid,30,0.0,0,0.10487180380025077,0.0009490164781359853
P2-run9,POD,grid,100,0.0001,3750,0.09226117404445898,0.0009313804585228334
P2-run9,POD,grid,100,0.001,3720,0.17694172673879383,0.0011394989573935428
P2-run9,POD,grid,100,0.01,3440,0.9188707104018361,0.005080948935372673
P2-run9,POD,grid,100,0.1,2600,4.800139625836812,0.04897424932511004
P2-run9,POD,grid,100,0.0,0,0.08503507046145176,0.0009217200884952617
P2-run9,POD,wells-joint,5,0.0001,5000,28.367393652236913,0.010892287853705124
P2-run9,POD,wells-joint,5,0.001,5000,27.80593758012509,0.011682192544063934
P2-run9,POD,wells-joint,5,0.01,5000,25.040211196541815,0.06277023638428793
P2-run9,POD,wells-joint,5,0.1,2770,29.011276894575634,0.2700439488941436
P2-run9,POD,wells-joint,5,0.0,0,28.407713290967283,0.012562082369654675
P2-run9,POD,wells-joint,10,0.0001,5000,24.133302076740407,0.013648291105448958
P2-run9,POD,wells-joint,10,0.001,5000,21.73782623146635,0.01206424539515754
P2-run9,POD,wells-joint,10,0.01,5000,8.29115504167788,0.020654830723984212
P2-run9,POD,wells-joint,10,0.1,5000,17.96116530333471,0.15041615064246835
P2-run9,POD,wells-joint,10,0.0,0,0.706123192175181,0.0016550027702099074
P2-run9,POD,wells-joint,30,0.0001,5000,2.4162320927669056,0.0018180525190713151
P2-run9,POD,wells-joint,30,0.001,5000,1.6700711848517658,0.0015834791741749289
P2-run9,POD,wells-joint,30,0.01,5000,1.4464207239034326,0.0062193166643753845
P2-run9,POD,wells-joint,30,0.1,3680,6.427093206989118,0.06099473480272421
P2-run9,POD,wells-joint,30,0.0,0,0.21137094469017548,0.0009787327300070725
P2-run9,POD-E,grid,10,0.0001,5000,0.6671033473420248,0.002099237664543468
P2-run9,POD-E,grid,10,0.001,1770,0.6751309553347125,0.0021227247441067115
P2-run9,POD-E,grid,10,0.01,270,0.7216610210575669,0.002721532472660071
P2-run9,POD-E,grid,10,0.1,890,0.8933660060469086,0.005872653114672843
P2-run9,POD-E,grid,10,0.0,0,0.36493089959849195,0.0018342031431190604
P2-run9,POD-E,grid,30,0.0001,260,0.10224067129083689,0.0009258924691452606
P2-run9,POD-E,grid,30,0.001,250,0.10510262636403624,0.0009458769246663823
P2-run9,POD-E,grid,30,0.01,200,0.2033209201020362,0.0013856918527400273
P2-run9,POD-E,grid,30,0.1,190,0.4799098188239029,0.0032832297123796326
P2-run9,POD-E,grid,30,0.0,0,0.10226551134709709,0.0009246638636455865
P2-run9,POD-E,grid,100,0.0001,120,0.08481386263753082,0.0009180210692523242
P2-run9,POD-E,grid,100,0.001,120,0.08559760381037158,0.0009190120444693568
P2-run9,POD-E,grid,100,0.01,230,0.11904629837979636,0.0009934395726289577
P2-run9,POD-E,grid,100,0.1,160,0.301599647160828,0.0020860949434654066
P2-run9,POD-E,grid,100,0.0,0,0.08478376571451017,0.0009180705450615312
P2-run9,POD-E,wells-joint,5,0.0001,5000,0.5405690449672269,0.0009548365317677967
P2-run9,POD-E,wells-joint,5,0.001,4140,0.5268522089386706,0.0010978125289284768
P2-run9,POD-E,wells-joint,5,0.01,110,0.43000813981346403,0.0022815803439528684
P2-run9,POD-E,wells-joint,5,0.1,80,0.9784541942316034,0.004237684885546645
P2-run9,POD-E,wells-joint,5,0.0,0,0.46806297392824553,0.000958090924454509
P2-run9,POD-E,wells-joint,10,0.0001,5000,1.1666139894118872,0.0009498113288166837
P2-run9,POD-E,wells-joint,10,0.001,3190,0.511298862291934,0.0008848040286588152
P2-run9,POD-E,wells-joint,10,0.01,390,0.3547425981748819,0.0015337556302251608
P2-run9,POD-E,wells-joint,10,0.1,110,0.7857080889938275,0.003488676616189045
P2-run9,POD-E,wells-joint,10,0.0,0,1.2073631316030196,0.0009646520233331222
P2-run9,POD-E,wells-joint,30,0.0001,350,0.20912631708149046,0.0009692170421846763
P2-run9,POD-E,wells-joint,30,0.001,350,0.22226512860774783,0.0009333471346118646
P2-run9,POD-E,wells-joint,30,0.01,170,0.2688310770696502,0.0011263185264624807
P2-run9,POD-E,wells-joint,30,0.1,220,0.4666133683561903,0.0022241264902697786
P2-run9,POD-E,wells-joint,30,0.0,0,0.21137094469009243,0.0009787327300070348
P2-run9,TBMD,grid,10,0.0001,5000,0.7231487381626923,0.0064058620463909475
P2-run9,TBMD,grid,10,0.001,5000,0.7169300894411142,0.0063507927321850175
P2-run9,TBMD,grid,10,0.01,140,0.7268161096621594,0.006113498045368723
P2-run9,TBMD,grid,10,0.1,420,1.055260902275281,0.006040859050778429
P2-run9,TBMD,grid,10,0.0,0,0.6989797342048759,0.006452455193215539
P2-run9,TBMD,grid,30,0.0001,510,0.5514484154010423,0.004655680517936127
P2-run9,TBMD,grid,30,0.001,480,0.5513791493965948,0.004606959689576353
P2-run9,TBMD,grid,30,0.01,180,0.623141837382812,0.004467154796686985
P2-run9,TBMD,grid,30,0.1,190,0.7816257313001517,0.005030932498882604
P2-run9,TBMD,grid,30,0.0,0,0.5516787208308441,0.004661707892793383
P2-run9,TBMD,grid,100,0.0001,170,0.5251685576678325,0.0046348469086395444
P2-run9,TBMD,grid,100,0.001,170,0.5238517272550928,0.00463382437609349
P2-run9,TBMD,grid,100,0.01,260,0.5232436957106124,0.004648791135817773
P2-run9,TBMD,grid,100,0.1,230,0.6006608150895528,0.0049634929960390714
P2-run9,TBMD,grid,100,0.0,0,0.5253576510993648,0.004634976926545835
P2-run9,TBMD,wells-joint,5,0.0001,5000,0.8340243583099408,0.004484650195664746
P2-run9,TBMD,wells-joint,5,0.001,5000,0.6411349501915873,0.004288488628424424
P2-run9,TBMD,wells-joint,5,0.01,200,0.6615661349553199,0.004697079933931481
P2-run9,TBMD,wells-joint,5,0.1,190,1.064323104914221,0.005711722266897375
P2-run9,TBMD,wells-joint,5,0.0,0,1.0327836723414137,0.004424877553277554
P2-run9,TBMD,wells-joint,10,0.0001,5000,0.7566397528849483,0.0043348916049834796
P2-run9,TBMD,wells-joint,10,0.001,5000,0.6302442512298214,0.004241149382568224
P2-run9,TBMD,wells-joint,10,0.01,230,0.6202002515886335,0.0044129315582155555
P2-run9,TBMD,wells-joint,10,0.1,120,0.8950555106250939,0.0051899996192368274
P2-run9,TBMD,wells-joint,10,0.0,0,1.5038518962723824,0.004422488188890667
P2-run9,TBMD,wells-joint,30,0.0001,610,0.542362951817401,0.00420720289635559
P2-run9,TBMD,wells-joint,30,0.001,570,0.5386140010233689,0.004190797012656926
P2-run9,TBMD,wells-joint,30,0.01,180,0.5931806956411908,0.004291086113553467
P2-run9,TBMD,wells-joint,30,0.1,220,0.698013655430837,0.0046243875148155675
P2-run9,TBMD,wells-joint,30,0.0,0,0.5433827725816585,0.004210269975224415
P2-run10,POD,grid,10,0.0001,5000,30.30238745296802,0.26091466928967594
P2-run10,POD,grid,10,0.001,5000,31.52979430452109,0.2596494919359519
P2-run10,POD,grid,10,0.01,5000,31.677085091714467,0.26518219658550096
P2-run10,POD,grid,10,0.1,910,30.859845593805513,0.2654080366551599
P2-run10,POD,grid,10,0.0,0,30.171008401909116,0.26104653599012523
P2-run10,POD,grid,30,0.0001,5000,0.41013593316685615,0.0008187717639644953
P2-run10,POD,grid,30,0.001,5000,0.7266441235580627,0.001599235141765024
P2-run10,POD,grid,30,0.01,5000,2.1295376302911726,0.013164103488401569
P2-run10,POD,grid,30,0.1,5000,16.58725323810587,0.137761500982752
P2-run10,POD,grid,30,0.0,0,0.2189644301420694,0.0007771633700011037
P2-run10,POD,grid,100,0.0001,4160,0.14724638642497634,0.0007319017796454695
P2-run10,POD,grid,100,0.001,4130,0.2683635857993738,0.0008986174362142622
P2-run10,POD,grid,100,0.01,3750,0.9343901430872091,0.0026516884094191745
P2-run10,POD,grid,100,0.1,2660,4.520933230412767,0.03544576876923233
P2-run10,POD,grid,100,0.0,0,0.13690421710685516,0.0007267236629997076
P2-run10,POD,wells-joint,5,0.0001,5000,30.019358418137344,0.010137234699599238
P2-run10,POD,wells-joint,5,0.001,5000,29.227919230874633,0.012268391576124428
P2-run10,POD,wells-joint,5,0.01,5000,25.46970794985202,0.06002704031154591
P2-run10,POD,wells-joint,5,0.1,1410,30.59728108686981,0.27122172485745255
P2-run10,POD,wells-joint,5,0.0,0,30.052924541736274,0.012673336984681727
P2-run10,POD,wells-joint,10,0.0001,5000,27.98485456305415,0.013717852768132772
P2-run10,POD,wells-joint,10,0.001,5000,26.170683538239427,0.010547245261278874
P2-run10,POD,wells-joint,10,0.01,5000,14.767241029932455,0.025642846835585244
P2-run10,POD,wells-joint,10,0.1,5000,22.340213555630882,0.1450572892390386
P2-run10,POD,wells-joint,10,0.0,0,0.9071167664167435,0.0008148537022812714
P2-run10,POD,wells-joint,30,0.0001,5000,1.8265934259927636,0.0010623912122884644
P2-run10,POD,wells-joint,30,0.001,5000,1.2183864734064083,0.0009840325938305216
P2-run10,POD,wells-joint,30,0.01,5000,1.2860148926397499,0.004358549456962804
P2-run10,POD,wells-joint,30,0.1,3040,6.970183654931089,0.053193256891160334
P2-run10,POD,wells-joint,30,0.0,0,0.36941173629354723,0.0006901329916883317
P2-run10,POD-E,grid,10,0.0001,5000,0.33050448112322206,0.001215756289180993
P2-run10,POD-E,grid,10,0.001,5000,0.3788453009528019,0.0012385904587577225
P2-run10,POD-E,grid,10,0.01,380,0.4355637813520218,0.001800948065229417
P2-run10,POD-E,grid,10,0.1,1010,0.7187211937550743,0.004279087055829197
P2-run10,POD-E,grid,10,0.0,0,0.303352351327239,0.0011415402089912678
P2-run10,POD-E,grid,30,0.0001,170,0.21327724236032164,0.0008068434428578493
P2-run10,POD-E,grid,30,0.001,170,0.18541996718155135,0.0007948369069179901
P2-run10,POD-E,grid,30,0.01,140,0.18073126531420855,0.0013108775716401803
P2-run10,POD-E,grid,30,0.1,1820,0.3917842310808832,0.0037039144002452167
P2-run10,POD-E,grid,30,0.0,0,0.21671550360006406,0.0008095516973885428
P2-run10,POD-E,grid,100,0.0001,80,0.1355624700831821,0.0007265036439079945
P2-run10,POD-E,grid,100,0.001,80,0.12400911378790896,0.0007198452548936293
P2-run10,POD-E,grid,100,0.01,620,0.11845979734838377,0.0007783763384705481
P2-run10,POD-E,grid,100,0.1,3230,0.24795439876838157,0.0022859018410394914
P2-run10,POD-E,grid,100,0.0,0,0.13692438744024021,0.0007273940512750377
P2-run10,POD-E,wells-joint,5,0.0001,5000,0.333197467607992,0.000702725131677743
P2-run10,POD-E,wells-joint,5,0.001,5000,0.36159250785881225,0.0009003546148670976
P2-run10,POD-E,wells-joint,5,0.01,280,0.40963910871150605,0.0019857428138525574
P2-run10,POD-E,wells-joint,5,0.1,660,0.6244845223638283,0.004153970927476932
P2-run10,POD-E,wells-joint,5,0.0,0,0.5286399335948758,0.0007284539982221643
P2-run10,POD-E,wells-joint,10,0.0001,5000,0.4561952380758468,0.0007311847117718944
P2-run10,POD-E,wells-joint,10,0.001,1870,0.29719440483340426,0.0007547924427902632
P2-run10,POD-E,wells-joint,10,0.01,260,0.2972689674471267,0.0010501269971247146
P2-run10,POD-E,wells-joint,10,0.1,1260,0.4867708913938459,0.0030781852298283467
P2-run10,POD-E,wells-joint,10,0.0,0,1.2734869390915757,0.0008607447817852107
P2-run10,POD-E,wells-joint,30,0.0001,270,0.35157520329228925,0.0006835325052994713
P2-run10,POD-E,wells-joint,30,0.001,260,0.25283602076355965,0.0006705860830418181
P2-run10,POD-E,wells-joint,30,0.01,170,0.16415749236373972,0.0008504668037761184
P2-run10,POD-E,wells-joint,30,0.1,2300,0.2948611395307106,0.0026475302365084608
P2-run10,POD-E,wells-joint,30,0.0,0,0.3694117362935562,0.0006901329916882925
P2-run10,TBMD,grid,10,0.0001,5000,0.5397193286575813,0.006574012418758679
P2-run10,TBMD,grid,10,0.001,5000,0.5180832040032952,0.0066908525581368
P2-run10,TBMD,grid,10,0.01,110,0.42669328593483363,0.00688331172271466
P2-run10,TBMD,grid,10,0.1,890,0.7152804416597695,0.005855854065640052
P2-run10,TBMD,grid,10,0.0,0,0.5187261470827733,0.00637211906422326
P2-run10,TBMD,grid,30,0.0001,610,0.4104428840936361,0.005543111294432307
P2-run10,TBMD,grid,30,0.001,590,0.4139913236579425,0.0054874546398588206
P2-run10,TBMD,grid,30,0.01,120,0.4444611960020886,0.005392902309196666
P2-run10,TBMD,grid,30,0.1,1710,0.6128034848171862,0.005528201792149921
P2-run10,TBMD,grid,30,0.0,0,0.4096408968082957,0.0055531921652083585
P2-run10,TBMD,grid,100,0.0001,170,0.3528918907901751,0.004470966182375642
P2-run10,TBMD,grid,100,0.001,160,0.3517031477584143,0.004468921837244866
P2-run10,TBMD,grid,100,0.01,240,0.3621022294098599,0.004487643844806261
P2-run10,TBMD,grid,100,0.1,4590,0.4482175455455316,0.005095856786244964
P2-run10,TBMD,grid,100,0.0,0,0.3530580083742881,0.004471059614925672
P2-run10,TBMD,wells-joint,5,0.0001,5000,1.097512170046633,0.004387027804795651
P2-run10,TBMD,wells-joint,5,0.001,1650,0.68787717645303,0.0042910444048969735
P2-run10,TBMD,wells-joint,5,0.01,110,0.48271356372914226,0.004480356641134606
P2-run10,TBMD,wells-joint,5,0.1,770,0.8571769281592942,0.005524372476678866
P2-run10,TBMD,wells-joint,5,0.0,0,1.3928418699164096,0.004429673792798291
P2-run10,TBMD,wells-joint,10,0.0001,5000,0.7027839303141097,0.004517307350035225
P2-run10,TBMD,wells-joint,10,0.001,3210,0.5462171079170656,0.004296857157629552
P2-run10,TBMD,wells-joint,10,0.01,180,0.5250711455110946,0.004273377573163538
P2-run10,TBMD,wells-joint,10,0.1,1350,0.7423368754386922,0.0050808307595485306
P2-run10,TBMD,wells-joint,10,0.0,0,1.5754781503491742,0.0048430263981605656
P2-run10,TBMD,wells-joint,30,0.0001,800,0.4677377267113738,0.004243421377144096
P2-run10,TBMD,wells-joint,30,0.001,760,0.44295476648719156,0.004211518858091921
P2-run10,TBMD,wells-joint,30,0.01,440,0.41309005202739135,0.00423160388788302
P2-run10,TBMD,wells-joint,30,0.1,2180,0.48333255898141586,0.004920730658730958
P2-run10,TBMD,wells-joint,30,0.0,0,0.47132479469514615,0.004249426415355849
